ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20030908000005,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720075351,N,105737,8426969718,"SOVEREIGN HEALTHCARE OF MACCLENNY, LLC",MACCLENNY NURSING AND REHAB CENTER,2003-06-13,DE,LLC,,P,MACCLENNY NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,755 S 5TH ST,,MACCLENNY,FL,320632685
O20030908000007,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891768628,N,675268,3971414236,LAREDO TEXAS HOSPITAL COMPANY LP,LAREDO MEDICAL CENTER,,,PARTNERSHIP,,P,LAREDO MEDICAL CENTER,,,1700 E SAUNDERS ST,,LAREDO,TX,780415474
O20030908000024,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891782462,N,105710,0143131458,"SOVEREIGN HEALTHCARE OF JACKSONVILLE, LLC",JACKSONVILLE NURSING AND REHAB CENTER,2003-07-15,DE,LLC,,P,JACKSONVILLE NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,4134 DUNN AVE,,JACKSONVILLE,FL,322184410
O20030908000027,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508856089,N,035176,7012828320,THE BEATITUDES CAMPUS,,1965-11-05,AZ,CORPORATION,,N,BEATITUDES CAMPUS,,,1712 W GLENDALE AVE,,PHOENIX,AZ,850218816
O20030909000004,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306844295,N,395001,0648181958,PASSAVANT RETIREMENT AND HEALTH CENTER,PASSAVANT COMMUNITY,1874-04-29,PA,CORPORATION,,N,PASSAVANT RETIREMENT AND HEALT,,,105 BURGESS DRIVE,PASSAVANT COMMUNITY,ZELIENOPLE,PA,160631555
O20030909000023,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538257134,N,265266,4688585979,MEDICALODGES INC,MEDICALODGES NEOSHO,1976-04-19,KS,CORPORATION,,P,MEDICALODGES NEOSHO,"MEDICALODGES, INC.",344,400 W LYON DR,,NEOSHO,MO,648509194
O20030909000029,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295722817,N,105878,5193636413,SOVEREIGN HEALTHCARE OF PINELLAS POINT LLC,PINELLAS POINT NURSING AND REHAB CENTER,2003-06-30,DE,LLC,,P,PINELLAS POINT NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,5601 31ST ST S,,ST PETERSBURG,FL,337124605
O20030910000005,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477620516,N,525172,4587575709,"JEWISH HOME AND CARE CENTER, INC",,1908-07-16,WI,CORPORATION,,N,JEWISH HOME AND CARE CENTER,,,1414 N PROSPECT AVE,,MILWAUKEE,WI,532023018
O20030910000015,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437247053,N,265564,4688585979,MEDICALODGES INC,MEDICALODGES BUTLER,1976-04-19,KS,CORPORATION,,P,MEDICALODGES BUTLER,"MEDICALODGES, INC.",344,103 EAST NURSERY ST,,BUTLER,MO,647302331
O20030910000023,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235126806,N,105987,9032020268,"SOVEREIGN HEALTHCARE OF ORLANDO, LLC",HUNTERS CREEK NURSING AND REHAB CENTER,2003-10-01,DE,LLC,,P,HUNTERS CREEK NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,14155 TOWN LOOP BLVD,,ORLANDO,FL,328376185
O20030910000024,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730277690,N,175275,4688585979,MEDICALODGES INC,MEDICALODGES KINSLEY,1976-04-19,KS,CORPORATION,,P,MEDICALODGES KINSLEY,"MEDICALODGES, INC.",344,620 WINCHESTER AVE,,KINSLEY,KS,675472348
O20030910000045,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396732012,N,105837,1850202094,SOVEREIGN HEALTHCARE OF BOYNTON BEACH LLC,BOYNTON BEACH REHABILITATION CENTER,2003-06-30,DE,LLC,,P,BOYNTON BEACH REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,9600 LAWRENCE RD,,BOYNTON BEACH,FL,334363300
O20030911000007,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487641189,N,105067,7416868666,SOVEREIGN HEALTHCARE OF WEST PALM BEACH LLC,BOULEVARD REHABILITATION CENTER,2003-10-01,DE,LLC,,P,BOULEVARD REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,2839 S SEACREST BLVD,,BOYNTON BEACH,FL,334357934
O20030911000011,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477540037,N,105624,6204747462,SOVEREIGN HEALTHCARE OF BONIFAY LLC,BONIFAY NURSING AND REHAB CENTER,2003-06-30,DE,LLC,,P,BONIFAY NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,306 W BROCK AVE,,BONIFAY,FL,324252904
O20030912000003,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831186477,N,105904,8921919184,SOVEREIGN HEALTHCARE OF ATLANTIC SHORES LLC,ATLANTIC SHORES NURSING AND REHAB CENTER,2003-10-01,DE,LLC,,P,ATLANTIC SHORES NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,4251 STACK BLVD,,MELBOURNE,FL,329018526
O20030912000030,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508869033,N,375432,5597676775,N & R SHAWNEE LLC,SHAWNEE COLONIAL ESTATES NURSING HOME,,,LLC,,P,SHAWNEE COLONIAL ESTATES NURSING HOME,,,535 W. FEDERAL,,SHAWNEE,OK,748042713
O20030912000043,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063462059,N,245445,9638080815,QUALITY LIFE STYLES INC,SHAKOPEE FRIENDSHIP MANOR,1979-05-01,MN,CORPORATION,,P,,,,1340 3RD AVE W,,SHAKOPEE,MN,553791011
O20030916000014,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477648962,N,205067,6709797913,LINCOLNHEALTH COVES EDGE,COVES EDGE,1981-12-29,ME,CORPORATION,,N,COVE'S EDGE INC,,,26  SCHOONER  ST,COVES EDGE,DAMARISCOTTA,ME,045434051
O20030916000015,ND,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679563993,N,355107,9436060647,"BENEDICTINE LIVING COMMUNITIES, INC.",ST. ROSE CARE CENTER,1989-04-10,ND,CORPORATION,,N,ST ROSE CARE CENTER,BENEDICTINE HEALTH SYSTEM,75,315 1ST ST SE,,LAMOURE,ND,584587132
O20030916000041,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720032329,N,555487,5991616005,CASAVINA FOUNDATION CORP,MISSION DE LA CASA,1999-10-27,CA,CORPORATION,,P,MISSION DE LA CASA,,,2501 ALVIN AVE,,SAN JOSE,CA,951211660
O20030917000004,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699840231,N,055241,5395656409,WILLOW PASS HEALTH CARE CENTER INC,WILLOW PASS HEALTHCARE CENTER,2003-05-13,CA,CORPORATION,,P,WILLOW PASS HEALTHCARE CENTER,,,3318 WILLOW PASS RD,,CONCORD,CA,945192316
O20030917000006,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790850329,N,056345,5294646303,SAN LEANDRO HEALTH CARE CENTER INC,SAN LEANDRO HEALTH CARE CENTER,2003-05-13,CA,CORPORATION,,P,SAN LEANDRO HEALTHCARE CENTER,,,368 JUANA AVE,,SAN LEANDRO,CA,945774811
O20030917000015,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720036585,N,245250,3072424191,FARMINGTON HEALTH SERVICES,,2003-06-26,MN,CORPORATION,,N,TRINITY CARE CENTER,ST. FRANCIS HEALTH SERVICES,487,3410 213TH ST W,,FARMINGTON,MN,550241167
O20030917000026,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750307724,N,106057,7810808946,LEE COUNTY MEDICAL INVESTORS,LIFE CARE CENTER OF ESTERO,,,LLC,,P,LIFE CARE CENTER OF ESTERO,LIFE CARE CENTERS OF AMERICA,311,3850 WILLIAMS RD,,ESTERO,FL,339281921
O20030918000000,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770538092,N,345322,7315858446,"LAUREL HEALTH CARE COMPANY OF NORTH CAROLINA, INC.",THE LAURELS OF HENDERSONVILLE,1991-12-31,NC,CORPORATION,,P,THE LAURELS OF HENDERSONVILLE,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,290 CLEAR CREEK RD,,HENDERSONVLLE,NC,287926148
O20030918000001,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033191127,N,455802,8921919051,EMPIRE SPANISH MEADOWS LTD,SPANISH MEADOWS,,,OTHER,LIMITED PARTNERSHIP,P,SPANISH MEADOWS,,,440 E RUBEN M. TORRES BLVD.,SPANISH MEADOWS,BROWNSVILLE,TX,785209102
O20030918000012,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447225438,N,055153,5597676635,MONTEBELLO CARE CENTER LLC,MONTEBELLO CARE CENTER,2003-07-03,DE,LLC,,P,MONTEBELLO CARE CENTER,GENESIS HEALTHCARE,237,1035 W  BEVERLY BLVD.,,MONTEBELLO,CA,90640
O20030919000007,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497756803,N,135097,7719898873,ASHTON MEMORIAL INC,ASHTON MEMORIAL LIVING CENTER,1950-10-01,ID,CORPORATION,,N,ASHTON MEMORIAL  LIVING CENTER,,,700 N 2ND ST,,ASHTON,ID,834205105
O20030919000019,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538156195,N,105548,5395656466,SOVEREIGN HEALTHCARE OF ST AUGUSTINE LLC,MOULTRIE CREEK NURSING AND REHAB CENTER,2003-10-01,DE,LLC,,P,MOULTRIE CREEK NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,200 MARINER HEALTH WAY,,SAINT AUGUSTINE,FL,320867226
O20030920000003,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508850876,N,505126,8325959406,AVALON CARE CENTER-PASCO LLC,AVALON HEALTH AND REHABILITATION CENTER-PASCO,2003-08-26,WA,LLC,,P,AVALON HEALTH & REHABILITATION CENTER - PASCO,AVALON HEALTH CARE,57,2004 N 22ND AVE,,PASCO,WA,993013313
O20030920000007,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992799266,N,505496,3779494851,"AVALON CARE CENTER - SPOKANE, LLC",AVALON CARE CENTER AT NORTHPOINTE,2003-08-26,WA,LLC,,P,AVALON CARE CENTER AT NORTHPOINTE,AVALON HEALTH CARE,57,9827 N NEVADA ST,,SPOKANE,WA,992183407
O20030920000008,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194719450,N,505016,4688585763,"AVALON CARE CENTER - ABERDEEN, LLC",GRAYS HARBOR HEALTH & REHABILITATION CENTER,2003-08-26,WA,LLC,,P,GRAYS HARBOR HEALTH & REHABILITATION CENTER,AVALON HEALTH CARE,57,920 ANDERSON DR,,ABERDEEN,WA,985201007
O20030920000011,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902890262,N,505510,7315858495,"AVALON CARE CENTER - FEDERAL WAY, LLC",,2003-08-26,WA,LLC,,P,AVALON CARE CENTER -  FEDERAL WAY,AVALON HEALTH CARE,57,135 S 336TH ST,,FEDERAL WAY,WA,980036350
O20030920000014,HI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518951607,N,125020,0042121121,"AVALON CARE CENTER - HONOLULU, LLC",,2003-08-29,HI,LLC,,P,"AVALON CARE CENTER - HONOLULU, LLC",AVALON HEALTH CARE,57,1930 KAMAHAMEHA IV ROAD,,HONOLULU,HI,968192629
O20030920000023,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750375846,N,055839,2769393842,"AVALON CARE CENTER-NEWMAN, LLC",SAN LUIS CARE CENTER,2003-09-09,CA,LLC,,P,SAN LUIS CARE CENTER,AVALON HEALTH CARE,57,709 N ST,,NEWMAN,CA,953601162
O20030920000024,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871587964,N,055979,3577474659,"AVALON CARE CENTER-MERCED FRANCISCAN, LLC",FRANCISCAN POST-ACUTE CARE CENTER,2003-09-09,CA,LLC,,P,FRANCISCAN POST-ACUTE CARE CENTER,AVALON HEALTH CARE,57,3169 M ST,,MERCED,CA,953482404
O20030922000039,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487711321,N,245452,0446161541,EPISCOPAL CHURCH HOME OF MINNESOTA,,1897-09-24,MN,CORPORATION,,N,EPISCOPAL CHURCH HOME OF MINNESOTA,,,1879 FERONIA AVE,,SAINT PAUL,MN,551043549
O20030923000022,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780686220,N,165447,4981515996,"MIDLANDS LIVING CENTER, L.L.P.",MIDLANDS LIVING CENTER LLC,,,CORPORATION,,P,MIDLANDS LIVING CENTER L L C,,,2452 N BROADWAY,,COUNCIL BLUFFS,IA,515030432
O20030923000023,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124025440,N,235033,0345151353,EMMET COUNTY MEDICAL CARE FACILITY,BAY BLUFFS,,,OTHER,COUNTY OWNED FACILITY,N,BAY BLUFFS-EMMET CO MED CARE FAC,,,750 E MAIN ST,,HARBOR SPRINGS,MI,497401548
O20030923000032,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760470736,N,056113,8224949235,ALEXANDRIA CARE CENTER LLC,ALEXANDRIA CARE CENTER,2004-07-19,DE,LLC,,P,ALEXANDRIA CARE CENTER,GENESIS HEALTHCARE,237,1515 N ALEXANDRIA AVE,,LOS ANGELES,CA,900275203
O20030923000049,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710974274,N,045354,8820909831,KMJ ENTERPRISES FIANNA HILLS LLC,FIANNA HILLS NURSING & REHABILITATION CENTER,2002-11-30,AR,LLC,,P,FIANNA HILLS NURSING AND REHABILITATION CENTER,,,8411 SOUTH 28TH ST,,FORT SMITH,AR,729088646
O20030924000056,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720096035,N,315061,2668383613,HW WEIDCO REN LLC,SOUTH JERSEY EXTENDED CARE,2002-08-29,NJ,LLC,,P,SOUTH JERSEY EXTENDED CARE,,,99 MANHEIM AVENUE,SOUTH JERSEY EXTENDED CARE,BRIDGETON,NJ,083022114
O20030929000011,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295724987,N,335508,8628980612,SKY VIEW REHABILITATION HEALTH CARE,SKY VIEW REHABILITATION CARE CENTER,2003-09-09,NY,LLC,,P,SKY VIEW REHABILITATION & HEALTH CARE CENTER L L C,,,1280 ALBANY POST RD,,CROTON ON HUDSON,NY,105201570
O20030930000004,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568686236,N,165508,9133031123,"MARTIN HEALTH CENTER, INC.",WESTERN HOME COMMUNITIES,1911-07-01,IA,OTHER,501(C)(2)NON-PROFIT CORPORATION,N,"MARTIN HEALTH CENTER, INC",,,420 E 11TH ST,,CEDAR FALLS,IA,506133308
O20030930000008,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972595080,N,175183,3072422104,CARONDELET LONG TERM CARE FACILITIES INC,ASCENSION LIVING ST. JOSEPH PLACE,1988-08-08,KS,CORPORATION,,N,,,,11901 ROSEWOOD ST,,OVERLAND PARK,KS,662093533
O20031001000001,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477541225,N,335476,0042122046,ROCHESTER FRIENDLY HOME,THE FRIENDLY HOME,1994-05-26,NY,CORPORATION,,N,THE FRIENDLY HOME,,,3156 EAST AVE,,ROCHESTER,NY,146183428
O20031002000003,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336165778,N,106060,8022920032,"PALM BAY MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF PALM BAY,,,LLC,,P,LIFE CARE CENTER OF PALM BAY,LIFE CARE CENTERS OF AMERICA,311,175 VILLA NUEVA AVE NE,,PALM BAY,FL,329072595
O20031003000034,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851308969,N,165522,9234041260,"PARKVIEW MANOR, INC.",PARKVIEW MANOR,1965-03-16,IA,CORPORATION,,P,PARKVIEW MANOR CARE CENTER,,,1009 3RD ST,,REINBECK,IA,506691157
O20031003000044,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548352347,N,315302,4385556323,ROLLING HILLS OPERATIONS LLC,ROLLING HILLS CARE CENTER,2003-06-01,NJ,LLC,,P,ROLLING HILLS CARE CENTER,OCEAN HEALTHCARE,381,16 CRATETOWN RD,,LEBANON,NJ,088333008
O20031006000003,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275524027,N,675997,3971415910,"CARILLON, INC.",CARILLON,1990-05-15,TX,CORPORATION,,N,CARILLON INC,,,1717 NORFOLK AVE,,LUBBOCK,TX,794166099
O20031006000019,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801956610,N,175423,2567374515,HOLIDAY RESORT OF SALINA OPERATIONS LLC,HOLIDAY RESORT OF SALINA,2003-06-26,KS,LLC,,P,HOLIDAY RESORT OF SALINA,MIDWEST HEALTH,350,2825 RESORT DRIVE,,SALINA,KS,674019535
O20031007000025,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386631547,N,335694,8426966557,BROOKHAVEN HEALTH CARE FACILITY LLC,,,,LLC,,P,BROOKHAVEN HEALTH CARE FACILITY L L C,THE MCGUIRE GROUP,510,801 GAZZOLA DR,,EAST PATCHOGUE,NY,117724900
O20031007000033,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295733517,N,345400,6204748270,"BT2, INC.",SKYLAND CARE CENTER,2003-10-01,NC,CORPORATION,,P,SKYLAND CARE CENTER,,,193 ASHEVILLE HWY,,SYLVA,NC,287792731
O20031007000039,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912067695,N,175191,7012829088,STONEYBROOK NURSING FACILITY OPERATIONS LLC,STONEYBROOK RETIREMENT COMMUNITY,,,LLC,,P,STONEYBROOK RETIREMENT COMMUNITY,MIDWEST HEALTH,350,2025 LITTLE KITTEN AVE,,MANHATTAN,KS,665037545
O20031008000013,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003988619,N,335358,0648182626,WHITE PLAINS NURSING HOME INC,BRONX PARK REHABILITATION AND NURSING CENTER,1998-02-20,NY,CORPORATION,,P,BRONX PARK REHABILITATION & NURSING CENTER,,,3845 CARPENTER AVE,,BRONX,NY,104675204
O20031008000030,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013014141,N,195278,3072425958,METAIRIE OPERATIONS LLC,METAIRIE HEALTH CARE CENTER,2003-08-22,LA,LLC,,P,METAIRIE HEALTH CARE CENTER,INSPIRED HEALTHCARE MANAGEMENT,286,6401 RIVERSIDE DR,,METAIRIE,LA,700033206
O20031008000031,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467512137,N,175445,0244142123,"PIONEER RIDGE NURSING FACILITY OPERATIONS, LLC",PIONEER RIDGE RETIREMENT COMMUNITY,,,LLC,,P,PIONEER RIDGE RETIREMENT COMMUNITY,MIDWEST HEALTH,350,4851 HARVARD RD,,LAWRENCE,KS,660493964
O20031008000032,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194767871,N,055111,1052223930,"FOUNTAIN VIEW SUBACUTE & NURSING CENTER, LLC",FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,2004-07-19,DE,LLC,,P,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,GENESIS HEALTHCARE,237,5310 FOUNTAIN AVE,,LOS ANGELES,CA,900291005
O20031008000033,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861599029,N,195203,0840102729,WALDON OPERATIONS LLC,WALDON HEALTH CARE CENTER,2003-08-22,LA,LLC,,P,WALDON HEALTH CARE CENTER,INSPIRED HEALTHCARE MANAGEMENT,286,2401 IDAHO AVE,,KENNER,LA,700625715
O20031008000035,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396721932,N,056056,8921910803,BRIER OAK ON SUNSET LLC,BRIER OAK ON SUNSET,2004-07-19,DE,LLC,,P,BRIER OAK ON SUNSET,GENESIS HEALTHCARE,237,5154 W SUNSET BLVD,,LOS ANGELES,CA,900275708
O20031008000036,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902896301,N,056487,9830001718,RIO HONDO SUBACUTE & NURSING CENTER,RIO HONDO SUBACUTE AND NURSING CENTER,2004-07-19,DE,LLC,,P,RIO HONDO SUBACUTE &  NURSING CENTER,GENESIS HEALTHCARE,237,273 E BEVERLY BLVD,,MONTEBELLO,CA,906403775
O20031009000010,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134289804,N,175165,6507778495,"ROLLING HILLS HEALTH CENTER OPERATIONS, LLC",ROLLING HILLS HEALTH CENTER,2003-06-26,KS,LLC,,P,ROLLING HILLS HEALTH CENTER,MIDWEST HEALTH,350,2400 SW URISH ROAD,,TOPEKA,KS,666144347
O20031009000016,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548232127,N,235237,6406768399,CALHOUN COUNTY MEDICAL CARE FACILITY,,,,OTHER,GOVERNMENTAL,N,CALHOUN COUNTY MEDICAL CARE FACILITY,,,1150 MICHIGAN E AVE,,BATTLE CREEK,MI,490146113
O20031009000040,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285622928,N,445221,3678485570,THE KING'S DAUGHTERS AND SONS HOME,,1907-12-28,TN,OTHER,NOT FOR PROFIT,N,THE KINGS DAUGHTERS AND SONS,,,3568 APPLING RD,,BARTLETT,TN,381332704
O20031010000022,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508926312,N,175446,0042122954,"HALSTEAD HEALTH & REHAB CENTER OPERATIONS, LLC",HALSTEAD HEALTH AND REHAB CENTER,2003-06-26,KS,LLC,,P,HALSTEAD HEALTH AND REHABILITATION CENTER,MIDWEST HEALTH,350,915 MCNAIR ST,,HALSTEAD,KS,670562518
O20031013000008,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962562785,N,175154,6204748122,LEXINGTON PARK NURSING OPERATIONS LLC,LEXINGTON PARK NURSING AND POST ACUTE CENTER,,,LLC,,P,LEXINGTON PARK NURSING & POST ACUTE CENTER,MIDWEST HEALTH,350,1031 SW FLEMING CT,,TOPEKA,KS,666041851
O20031013000031,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902810450,N,525632,9436061363,"MEDICAL SERVICES, INC",WATER'S EDGE,1985-06-03,WI,CORPORATION,,N,WATER'S EDGE,,,11040 N STATE ROAD 77,,HAYWARD,WI,548436391
O20031014000019,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659461408,N,555813,8325950272,"ST. THERESE CONVALESCENT HOSPITAL ,INC.",,1997-12-29,CA,CORPORATION,,P,DEVONSHIRE OAKS NURSING CENTER,,,3635 JEFFERSON AVE,,REDWOOD CITY,CA,940623148
O20031014000026,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548255284,N,056220,9931011889,5648 EAST GOTHAM STREET LLC,BRIARCREST NURSING CENTER,2002-12-10,CA,LLC,,P,BRIARCREST NURSING CENTER,CAMBRIDGE HEALTHCARE SERVICES,98,5648 GOTHAM ST,,BELL GARDENS,CA,902015413
O20031015000002,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922087212,N,015213,5597677450,CARING CORPORATION INC,TROY HEALTH & REHABILITATION CENTER,2003-09-25,AL,CORPORATION,,P,TROY HEALTH & REHABILITATION CENTER,,,515 ELBA HWY,,TROY,AL,360795013
O20031016000002,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407805096,N,146061,2365354230,"BROOKDALE LIVING COMMUNITIES OF ILLINOIS - DNC, LLC",BROOKDALE PLAZA LISLE SNF,1999-07-30,DE,LLC,,P,BROOKDALE PLAZA LISLE SNF,BROOKDALE SENIOR LIVING,93,1800 ROBIN LN,,LISLE,IL,605322086
O20031016000004,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184729485,N,075332,3173435047,VALERIE MANOR INC,VALERIE MANOR HEALTH CARE,1984-10-26,CT,CORPORATION,,P,VALERIE MANOR,ATHENA HEALTHCARE SYSTEMS,52,1360 TORRINGFORD ST,,TORRINGTON,CT,067903140
O20031016000019,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679563464,N,335840,9537071311,NURSING CARE CENTER AT MEDFORD INC,MEDFORD MULTICARE CENTER FOR LIVING,1998-05-20,NY,CORPORATION,,P,MEDFORD MULTICARE CENTER FOR LIVING,,,3115 HORSEBLOCK RD,,MEDFORD,NY,117632526
O20031020000019,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801898192,N,335557,9537071345,UNITED ODD FELLOW AND REBEKAH HOME,REBEKAH REHAB & EXTENDED CARE CENTER,1969-06-12,NY,CORPORATION,,N,REBEKAH REHAB AND EXTENDED CARE CENTER,,,1070 HAVEMEYER AVE,,BRONX,NY,104625310
O20031022000016,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275518714,N,245583A,4880506625,MORAVIAN CARE HOUSING CORPORATION,AUBURN HOME IN WACONIA,1996-02-12,MN,CORPORATION,,N,AUBURN HOME IN WACONIA,,,594 CHERRY DR,,WACONIA,MN,553874578
O20031022000018,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184720005,N,555536,7517879356,PARK REGENCY CARE LLC,PARK REGENCY CARE CENTER,2001-07-17,CA,LLC,,P,PARK REGENCY CARE CENTER,THOMAS CHAMBERS & DAVID JOHNSON,518,1770 W LA HABRA BLVD,,LA HABRA,CA,906315130
O20031022000019,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184609448,N,245604,9335051176,AUBURN MANOR,,1926-05-24,MN,CORPORATION,,N,AUBURN MANOR,,,501 N OAK STREET,,CHASKA,MN,553182072
O20031022000024,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477563120,N,366281,5597677344,"OMNI MANOR, INC.",WINDSOR HOUSE AT CHAMPION,1978-06-12,OH,CORPORATION,,P,WINDSOR HOUSE AT CHAMPION,"WINDSOR HOUSE, INC.",567,200 GLENDOLA,,WARREN,OH,444831295
O20031023000037,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043204522,N,055367,0446162119,"AG MONROVIA, LLC",MONROVIA GARDENS HEALTHCARE CENTER,2003-08-11,CA,LLC,,P,MONROVIA GARDENS HEALTHCARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,98,615 W. DUARTE RD,,MONROVIA,CA,910164436
